Sample	X101.10T1	X101.11T1	X101.12T1	X101.13T1	X101.14T1	X101.15T1	X101.1T1	X101.2T1	X101.3T1	X101.4T1	X101.5T1	X101.6T1	X101.7T1	X101.8T1	X101.9T1	X101C.10T1	X101C.11T1	X101C.12T1	X101C.13T1	X101C.14T1	X101C.15T1	X101C.1T1	X101C.2T1	X101C.3T1	X101C.4T1	X101C.5T1	X101C.6T1	X101C.7T1	X101C.8T1	X101C.9T1	C101.10T1	C101.11T1	C101.12T1	C101.13T1	C101.14T1	C101.15T1	C101.1T1	C101.2T1	C101.3T1	C101.4T1	C101.5T1	C101.6T1	C101.7T1	C101.8T1	C101.9T1	C.10T1	C.11T1	C.12T1	C.13T1	C.14T1	C.15T1	C.1T1	C.2T1	C.3T1	C.4T1	C.5T1	C.6T1	C.7T1	C.8T1	C.9T1
Zotu649	1	0	0	0	0	0	0	1	0	0	17	0	0	0	3	1	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	4	0	0	1	0	3	0	0	3	2	38	1	1	0	207	0	23	0	0	0	0	0	0	0	2	0	0	14	0
Zotu283	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Zotu653	2	0	0	0	0	2	0	0	0	1	0	0	2	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	3	0	0	4	1	1	4	1	0	1	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
Zotu202	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Zotu793	0	1	1	0	0	2	0	1	2	3	0	0	5	3	8	6	1	0	1	1	0	1	3	1	2	0	0	0	2	0	3	0	3	2	0	4	3	1	3	3	1	2	2	1	0	1	1	2	0	1	8	0	2	0	1	1	0	4	2	2
Zotu293	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	25	0	6	4	2	4	0	2	0	2	0	4	0	2	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu771	2	3	1	3	4	2	4	1	1	5	1	3	0	0	7	1	6	2	0	1	1	0	6	1	3	2	0	9	0	2	1	1	2	3	2	1	5	1	0	12	0	0	1	5	1	2	0	0	16	0	3	0	9	1	4	20	9	1	1	8
Zotu413	0	4	1	6	2	2	3	7	3	2	1	0	4	3	1	9	0	8	1	6	0	3	1	18	1	1	2	2	7	1	18	10	2	1	1	0	2	4	1	3	2	0	3	0	0	6	4	2	0	1	0	19	0	1	5	0	3	0	1	3
Zotu184	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	36	1	0	0	0	0	1	0	10	16	0	1	0	0	0	1	0	1	2	0	0	0	0
Zotu23	1	0	0	0	0	0	1	0	1	0	108	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	11	1	33	7	1	35	9	0	6	15	0	0	2	0	5	3	1	0	0	0	0	0	1	2	0	0	0	0
Zotu527	0	1	21	14	11	3	11	6	27	5	9	2	9	3	4	15	13	2	1	4	0	4	5	7	3	2	2	0	2	3	17	11	3	8	9	14	0	21	5	2	2	37	5	3	3	1	7	0	12	2	4	3	3	2	1	4	5	0	1	3
Zotu166	1	0	1	4	1	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	8	1	0	1	3	1	0	0	0
Zotu654	1	1	0	0	0	1	0	0	1	0	4	0	0	1	0	1	3	7	0	1	2	4	0	7	3	5	3	0	2	1	0	5	4	4	0	2	0	0	0	0	0	4	2	4	2	0	0	0	0	3	3	1	1	0	4	1	1	1	1	1
Zotu125	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Zotu541	3	3	1	1	2	2	0	2	78	58	2	11	2	66	3	3	3	0	0	5	1	1	1	2	1	339	2	4	0	0	2	6	3	9	1	2	1	2	3	19	49	0	0	5	1	0	0	0	0	1	0	9	0	0	1	0	0	0	12	0
Zotu651	1	0	1	1	0	0	0	3	0	0	1	0	0	0	2	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Zotu161	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu372	1	0	8	0	3	4	0	5	1	0	0	0	2	1	0	2	1	0	1	5	11	0	0	2	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	1	0	2	0	2	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu923	1	5	1	3	1	3	5	4	1	7	0	8	2	5	6	3	3	1	2	1	2	6	5	2	3	2	1	3	5	3	1	3	3	5	0	2	1	0	7	0	1	0	1	2	0	1	1	2	2	2	5	0	0	2	2	23	9	0	4	1
Zotu393	1	2	1	2	1	0	1	25	2	0	0	4	5	0	2	5	1	14	0	0	37	1	0	17	0	0	9	1	4	0	0	12	11	1	4	1	0	7	0	1	8	1	1	8	29	1	7	0	0	1	0	427	0	0	1	0	2	2	2	0
Zotu497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu117	1	61	2	3	9	15	0	50	25	6	3	55	4	74	53	103	38	90	144	1	19	0	2	59	8	19	17	0	220	3	0	7	5	11	26	0	0	3	4	6	3	5	5	4	11	193	5	0	1	89	42	293	12	2	7	3	1	31	0	0
Zotu236	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	7	0	0	0	1	1	78	0	0	0	0	0	2	4	3	0	3	9	45	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Zotu663	1	2	0	1	2	3	4	2	4	8	3	0	9	0	6	7	8	12	1	3	3	13	13	8	15	1	6	7	11	17	2	3	8	3	3	6	2	2	0	0	9	7	15	4	5	1	10	6	7	3	14	5	9	4	1	14	9	10	1	9
Zotu936	0	1	1	1	1	1	0	0	0	2	0	1	1	4	4	13	5	2	2	4	5	2	2	4	2	1	1	1	6	11	0	0	0	2	3	2	0	0	0	1	1	1	1	0	0	5	2	6	3	1	3	0	2	3	1	4	2	3	3	4
Zotu843	2	1	2	1	0	0	0	1	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	3	0	0	3	0	1	0	2	3	8	3	2	2	0	0	12	0	0	2	1	15	2	0	1	2	0	1	1	0	0	0	1	0	0	0	6	0
Zotu186	1	3	0	0	2	2	0	5	6	2	0	1	0	15	3	8	1	1	1	2	7	3	0	17	0	0	3	2	0	0	1	0	2	4	0	1	7	0	3	2	4	1	3	4	1	4	3	2	2	2	3	8	1	0	0	2	0	2	4	3
Zotu83	1	67	1	10	15	2	5	227	45	10	53	15	35	39	16	153	1	98	256	23	34	7	1	139	14	1	13	72	106	0	28	3	295	6	10	12	1	2	2	3	26	1	0	6	11	0	0	0	1	28	71	0	0	1	0	0	0	3	50	0
Zotu266	1	75	1	5	52	9	16	309	13	20	264	0	15	3	10	78	5	0	1	0	19	6	2	0	17	0	0	0	0	0	2	0	1	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu650	1	2	1	4	2	34	1	2	1	4	8	7	2	4	7	4	0	7	0	0	0	1	2	0	0	3	0	1	0	1	2	10	1	3	0	26	6	2	5	20	11	2	5	1	2	6	1	3	8	0	25	1	16	0	1	11	27	2	3	12
Zotu914	1	4	2	3	1	5	5	3	1	4	2	1	1	2	7	2	4	1	0	2	0	0	4	1	0	5	0	4	3	1	0	3	4	4	0	2	3	0	5	4	4	1	4	4	1	2	0	1	0	2	1	0	3	0	3	1	2	0	0	0
Zotu818	1	0	2	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0
Zotu583	1	1	0	0	2	2	3	0	2	0	0	0	2	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu825	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu177	1	1	0	0	1	0	1	2	0	0	46	4	0	0	0	1	41	3	3	0	3	116	0	21	2	1	45	8	16	1	9	1	2	10	20	1	2	0	0	5	1	31	1	2	0	13	0	0	0	0	1	1	0	0	1	0	1	17	513	0
Zotu773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu723	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu951	1	1	0	0	0	0	0	1	0	2	0	0	2	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1
Zotu548	0	2	0	1	0	2	0	0	2	0	1	0	2	0	3	2	0	0	1	5	1	0	4	0	1	0	0	0	0	0	1	0	1	1	2	3	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Zotu91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu865	0	2	1	15	0	0	0	2	1	2	0	1	1	0	2	3	2	0	0	0	0	1	1	0	0	0	0	0	7	1	0	2	3	0	2	0	0	0	0	0	2	2	2	2	0	2	2	0	0	0	0	0	0	0	2	0	0	0	3	0
Zotu217	0	1	0	1	1	1	0	0	2	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu341	0	4	0	1	1	9	1	1	0	2	1	2	0	6	0	3	0	0	0	0	2	0	0	2	1	0	1	0	0	0	2	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu883	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu621	0	2	2	0	2	1	4	0	3	2	3	2	1	1	3	1	3	3	1	0	4	1	2	1	6	7	2	1	5	8	9	0	3	3	1	3	1	0	3	1	1	2	0	1	0	1	2	3	0	3	3	2	5	6	4	16	3	5	8	6
Zotu827	0	1	1	4	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu278	0	22	0	1	0	0	1	2	75	4	0	27	0	10	6	2	1	6	0	2	7	69	0	95	3	0	0	7	166	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	2	7	0	14	0	0	0	0	0	0	0	0	0	0
Zotu757	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu588	0	1	2	1	3	1	1	1	1	3	4	5	2	4	0	0	3	9	0	7	10	3	7	4	12	5	2	5	15	3	1	0	3	2	0	2	2	1	6	1	1	0	3	8	1	4	3	8	7	6	5	0	8	3	11	10	5	2	3	3
Zotu644	0	0	3	0	0	4	0	1	2	2	2	1	1	1	0	4	0	1	0	0	0	3	4	0	0	0	0	1	2	1	0	0	2	1	0	1	0	0	1	0	0	2	0	2	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0
Zotu646	0	0	0	0	4	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	4	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu785	0	6	7	1	1	4	1	0	2	1	3	1	6	0	8	6	1	1	0	0	0	2	0	4	1	1	2	2	4	2	3	7	10	7	5	5	2	3	1	4	1	1	6	4	1	0	1	1	0	0	3	0	4	4	1	1	0	1	1	0
Zotu620	0	1	0	0	0	0	1	0	1	0	2	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu896	0	6	1	2	0	0	0	0	1	2	2	13	2	4	1	0	3	2	4	11	1	3	146	3	2	8	2	7	20	5	1	0	2	0	1	2	3	1	0	1	1	1	3	1	0	3	5	0	54	2	3	8	3	18	1	16	11	0	2	36
Zotu810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu727	0	0	0	2	2	1	0	0	0	0	1	1	0	2	1	1	1	3	2	3	3	2	1	5	3	1	2	0	6	4	0	3	0	2	3	0	0	0	1	2	1	2	2	1	1	1	5	2	1	0	3	0	1	1	3	7	3	0	1	3
Zotu671	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu502	0	0	0	0	1	7	0	7	1	0	15	3	0	4	1	17	0	0	0	1	0	0	2	2	0	0	0	8	1	0	11	9	7	24	0	0	0	1	2	0	1	4	0	29	3	0	0	2	0	17	0	1	0	0	1	0	0	0	0	0
Zotu870	0	4	7	1	0	1	4	0	5	3	5	3	3	0	0	3	3	1	1	0	0	1	1	1	0	0	0	1	7	1	3	5	2	0	0	4	0	1	5	0	3	2	0	2	0	1	2	1	3	2	1	0	0	4	0	3	2	0	0	1
Zotu774	0	1	2	3	0	0	0	1	3	0	0	0	2	0	2	2	1	1	0	0	0	0	1	2	2	0	0	0	4	0	0	0	0	0	0	1	0	0	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu759	0	0	3	0	1	0	0	0	0	1	0	1	1	0	2	1	3	2	1	2	7	1	2	4	2	0	0	0	2	0	1	0	1	2	0	0	1	2	6	0	4	2	5	3	3	0	5	4	0	1	1	5	0	0	4	4	2	4	3	1
Zotu328	0	0	0	0	3	0	0	0	216	0	16	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	11	0	4	5	1	0	0	3	7	2	2	9	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu276	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	3	1	0	2	2	5	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	4	0	8	1	1	2	0	0	0	2	0	3	0
Zotu813	0	0	0	5	0	2	0	0	0	0	9	0	0	1	0	1	0	2	3	0	0	0	0	1	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	5	4	1	0	1	1	0	0	2	0	0	1	23	0	0	0	9	0
Zotu912	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu670	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	4	3	16	2	0	1	0	0	22	0	1	0	7	6	0	0	4	0	0	7	3	1	0	0	0	0	0	7	1	1	2	0	0	1	11	0	0	0	0	2	0	0	0	0	1
Zotu792	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	28	2	0	0	5	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu622	0	2	3	1	2	0	3	0	1	0	3	1	0	0	2	1	0	1	1	1	0	1	0	1	0	0	0	0	5	0	0	1	2	3	0	1	1	0	3	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
Zotu895	0	5	2	14	3	0	6	1	6	7	1	4	3	11	5	5	2	1	1	1	2	3	1	1	2	4	2	1	8	4	3	5	3	4	1	1	1	1	1	1	2	2	2	2	1	0	2	4	2	2	5	2	6	0	1	3	6	1	1	3
Zotu267	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu627	0	7	2	1	0	3	0	0	3	2	0	3	1	0	2	2	0	2	0	3	6	5	2	5	1	0	2	0	2	1	0	4	3	1	2	7	0	0	1	1	1	1	1	3	2	3	1	1	1	1	1	0	3	0	5	1	0	1	0	0
Zotu553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu626	0	1	4	1	3	11	8	2	5	1	3	5	19	0	8	1	2	1	0	3	1	6	8	2	3	0	0	0	6	0	0	2	2	1	4	0	0	1	1	0	4	6	1	10	1	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0
Zotu641	0	3	3	0	0	6	6	0	0	0	0	4	2	6	3	0	0	1	0	1	4	3	0	3	1	2	6	0	0	2	0	0	0	1	1	0	1	0	0	1	1	0	0	2	0	2	1	0	0	21	1	3	2	0	0	0	0	2	0	0
Zotu695	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu822	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu406	0	0	1	4	0	0	0	1	0	14	1	0	0	2	0	0	0	0	0	89	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0
Zotu635	0	0	4	1	0	1	3	0	3	3	0	1	1	0	4	1	0	1	1	5	0	0	0	1	1	1	4	4	2	0	0	0	0	0	5	0	0	1	0	2	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu694	0	2	1	1	2	2	2	2	2	0	0	1	6	2	4	2	2	0	1	1	1	1	4	3	3	2	2	1	4	1	1	0	2	2	1	1	1	1	3	0	1	1	2	4	0	0	2	0	2	0	1	2	0	0	2	9	0	1	3	4
Zotu661	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	2	1	0	0	1	1	1
Zotu534	0	0	58	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	7	1	0	0	5	0	0	0	2	118	0	32	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu221	0	0	1	0	0	0	2	0	0	2	0	0	1	1	2	0	0	2	0	0	1	0	0	3	0	0	1	0	0	0	0	2	4	0	0	0	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0
Zotu826	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Zotu392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu410	0	4	6	2	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	4	0	1	1	5	4	4	0	3	15	2	1	2	0	1	0	2	1	1	2	0	0	0	2	2	1	1	0	4	1	0	0	0	0	0	2	0	0	0	3	1
Zotu874	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	10	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu424	0	0	0	2	2	4	0	0	1	9	0	0	1	1	5	50	0	14	5	5	10	14	48	2	1	3	6	0	11	2	16	2	2	1	4	3	7	2	1	2	0	4	28	2	3	5	0	3	0	1	3	24	3	3	2	1	1	1	2	0
Zotu735	0	0	0	0	0	9	51	0	10	0	0	2	0	0	1	0	0	5	0	15	0	5	0	2	0	0	0	7	5	0	1	1	0	0	4	5	1	12	0	0	11	3	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Zotu628	0	0	0	1	4	0	1	0	0	2	0	2	0	5	0	0	0	16	1	41	62	0	3	47	38	1	4	1	2	2	0	0	0	0	0	1	0	0	2	1	0	2	0	1	0	0	3	7	0	0	0	1	1	2	2	0	2	14	0	0
Zotu470	0	1	2	0	0	7	6	0	2	3	5	6	21	1	14	0	4	12	1	2	4	4	0	0	6	1	0	0	3	1	1	1	0	4	2	0	1	8	0	0	1	0	1	3	0	0	2	2	0	0	0	0	1	1	0	0	0	1	0	0
Zotu857	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu887	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Zotu721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu396	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu385	0	4	0	2	0	0	1	2	7	1	0	0	2	0	2	1	0	0	0	3	4	1	1	1	2	0	0	0	0	2	6	0	0	5	0	2	1	0	3	3	2	1	1	0	1	0	0	1	0	0	0	0	1	0	0	4	2	0	0	0
Zotu485	0	0	3	0	0	0	0	0	0	0	1	0	0	18	1	4	13	0	1	0	0	1	6	0	0	0	0	0	2	1	0	28	0	17	3	2	13	6	0	7	2	3	11	1	12	0	0	0	0	1	5	2	34	4	3	20	19	1	31	7
Zotu643	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	2	1	0	2	0	0	0	1	1	0	0	0	1
Zotu800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	1	7
Zotu482	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu483	0	1	0	0	0	0	0	0	0	0	1	4	1	2	0	0	1	0	0	0	0	3	10	9	2	0	2	0	2	1	0	31	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	4	5	0	1	5	3	2	1	0	3	0	5	2
Zotu592	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Zotu886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu107	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu775	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	2	0	0	0	1	0	0	1	0	0	0	1	0
Zotu881	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3	2	1	0	0	1	1	1	0	0	0	7	2	0	0	0	0	0	5	0	0	0	2	0
Zotu19	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	1	0	1	0	9	1	0	0	0	0	0	0	0	0	0
